"Index","X","Y","Error"
"1","128.987","199.926","0.0740000000000123"
"2","128.428","200.162","0.162000000000006"
"3","127.749","200.238","0.238"
"4","127.272","199.594","0.406000000000006"
"5","126.392","200.386","0.385999999999996"
"6","126.392","200.386","0.385999999999996"
"7","125.241","199.809","0.191000000000003"
"8","125.035","200.529","0.528999999999996"
"9","124.356","200.598","0.598000000000013"
"10","123.887","199.946","0.054000000000002"
"11","122.743","199.354","0.645999999999987"
"12","122.534","200.078","0.078000000000003"
"13","121.857","200.143","0.143000000000001"
"14","121.394","199.481","0.519000000000005"
"15","120.559","200.088","0.0879999999999939"
"16","119.883","200.149","0.149000000000001"
"17","119.322","200.376","0.327942292855732"
"18","118.864","199.707","0.323024766852331"
"19","118.656","202.545","0.0681857066628705"
"20","118.429","203.264","0.112803871693763"
"21","117.5","206.117","0.152441194033926"
"22","117.262","206.826","0.325620358773001"
"23","115.902","208.827","0.537010707297877"
"24","115.454","208.187","0.230265554829569"
"25","114.261","209.653","0.0797257467383158"
"26","114.008","210.352","0.502298611910348"
"27","112.613","210.473","0.117271361161516"
"28","112.354","211.17","0.38803111969298"
"29","110.956","211.287","0.0385742448409777"
"30","109.991","212.04","0.407134873174602"
"31","107.956","212.029","0.0679365878767018"
"32","106.935","211.597","0.402012022119268"
"33","105.961","212.343","0.387137271290634"
"34","105.961","212.343","0.387137271290634"
"35","104.138","211.79","0.133166006834954"
"36","103.718","211.136","0.389776163124522"
"37","102.323","211.223","0.1597796234204"
"38","101.908","210.564","0.271576280094945"
"39","100.388","209.272","0.610844306636248"
"40","100.105","209.979","0.13021459829804"
"41","99.004","209.346","0.300862696029827"
"42","98.699","208.841","0.127612465030624"
"43","97.487","206.799","0.305984671033236"
"44","96.801","206.83","0.275740098408228"
"45","96.004","205.448","0.272380690160832"
"46","95.891","204.023","0.1847100157353"
"47","95.102","202.611","0.18236294158005"
"48","95.382","201.873","0.230721183037182"
"49","95.268","200.415","0.259795001770316"
"50","94.876","199.692","0.307999999999993"
"51","93.929","200.462","0.461999999999989"
"52","92.971","199.94","0.0600000000000023"
"53","90.374","199.832","0.168000000000006"
"54","89.707","199.849","0.15100000000001"
"55","87.707","199.897","0.103000000000009"
"56","87.41","200.644","0.644000000000005"
"57","86.741","200.659","0.658999999999992"
"58","86.374","199.925","0.0749999999999886"
"59","83.888","200.34","0.340000000000003"
"60","83.298","200.164","0.163999999999987"
"61","80.631","200.196","0.195999999999998"
"62","79.298","200.207","0.206999999999994"
"63","76.632","200.221","0.221000000000004"
"64","75.714","199.664","0.336000000000013"
"65","75.049","199.664","0.336000000000013"
"66","75.049","199.664","0.336000000000013"
