"Index","X","Y","ExpectedX","ExpectedY","Dx","Dy","Error"
"1","-1.666","223.061","-1.6659728683953","223.061015322111","-2.7131604696029E-05","-1.53221110110735E-05","3.1159124814687E-05"
"2","-33.098","264.691","-33.0980977591095","264.690903999884","9.77591094795116E-05","9.60001161161017E-05","0.00013701410796167"
"3","-62.39","289.243","-62.3899097999646","289.243130940072","-9.02000354088273E-05","-0.000130940072210706","0.000159001097160675"
"4","-87.585","303.967","-87.5847896073321","303.967430556532","-0.000210392667909787","-0.000430556531682669","0.000479211854699784"
"5","-103.445","310.909","-103.444921406271","310.909203029195","-7.85937292846484E-05","-0.000203029194665305","0.000217710422739268"
"6","-101.056","309.967","-101.056011389779","309.966971710193","1.1389778549642E-05","2.82898065506743E-05","3.04965606271339E-05"
"7","-71.851","295.357","-71.8508656074754","295.357220975196","-0.000134392524600457","-0.000220975196043582","0.000258633694508245"
"8","-21.899","252.321","-21.8990757411417","252.32093706968","7.57411416500986E-05","6.29303201833409E-05","9.84730711252477E-05"
"9","11.536","194.873","11.5368518882856","194.873323012157","-0.00085188828563787","-0.000323012156826508","0.000911071075528546"
"10","23.284","145.182","23.284191420578","145.182019710886","-0.000191420578030232","-1.97108863062567E-05","0.000192432733006644"
"11","23.823","109.651","23.8238547918548","109.650936149908","-0.000854791854813186","6.38500915073337E-05","0.000857173231756838"
"12","20.393","84.718","20.3933778260216","84.7179232173675","-0.000377826021622951","7.67826324903353E-05","0.000385549056888449"
"13","17.205","71.348","17.2055569878691","71.3478463619717","-0.000556987869106962","0.000153638028280056","0.000577789001337078"
"14","5.715","73.232","5.70021509034333","73.1393061073282","0.0147849096566723","0.0926938926718179","0.0938656022843857"
"15","-5.374","75.39","-5.33503542613899","75.7407086443781","-0.0389645738610129","-0.350708644378088","0.352866534624192"
"16","-15.831","77.382","-15.805996681763","77.7642794114677","-0.0250033182370117","-0.38227941146765","0.383096220752586"
"17","-25.769","79.695","-25.7579840251493","80.1057922111881","-0.0110159748506966","-0.410792211188138","0.410939889125832"
"18","-35.016","81.876","-34.9914408652445","82.7511068910861","-0.0245591347555134","-0.875106891086062","0.87545143893094"
"19","-45.801","85.074","-45.3765771870877","85.5606559267324","-0.424422812912326","-0.486655926732354","0.645731147726465"
"20","-57.351","88.675","-56.8080297914475","89.3349786988774","-0.542970208552497","-0.659978698877367","0.854627714474206"
"21","-70.418","92.859","-70.1067142769538","93.4324441840217","-0.311285723046169","-0.573444184021739","0.652485274593024"
"22","-86.256","97.489","-86.055114421792","97.8898765044669","-0.200885578207973","-0.400876504466851","0.448393786046944"
"23","-105.266","100.917","-105.116362592744","101.363406195501","-0.149637407255881","-0.446406195500643","0.470818271769077"
"24","-132.446","103.762","-132.547050581842","103.006276428739","0.101050581841719","0.755723571260773","0.762449563085774"
"25","-163.71","100.876","-163.569794793354","99.8414543156567","-0.140205206646044","1.03454568434333","1.04400300428881"
"26","-201.416","89.206","-201.0271232451","87.9050848588645","-0.388876754899826","1.30091514113553","1.35779429036106"
"27","-238.508","66.487","-237.722039100946","65.4182348806371","-0.785960899054203","1.06876511936291","1.32664743440332"
"28","-268.181","29.431","-268.843151769736","29.6865906704486","0.66215176973617","-0.255590670448552","0.709768664414738"
"29","-282.358","-6.141","-283.066419906092","-6.08950262463406","0.708419906091876","-0.0514973753659387","0.710289196747919"
"30","-283.187","-32.453","-283.058928721301","-32.4235876523535","-0.12807127869911","-0.0294123476465131","0.131405245792185"
"31","-275.29","-47.048","-276.199023013941","-47.7420417249044","0.909023013941123","0.694041724904444","1.14368560180801"
"32","-259.818","-57.939","-259.818114947261","-57.9393273079079","0.000114947261010911","0.000327307907902252","0.000346905375267176"
"33","96.612","-49.199","96.0824437428835","-49.0071047311843","0.529556257116482","-0.191895268815706","0.563252717388092"
"34","101.126","-36.109","100.715543424627","-35.9106685990368","0.410456575373203","-0.198331400963184","0.455861760707254"
"35","106.523","-24.934","106.470357983682","-24.8998573146839","0.0526420163179466","-0.0341426853160911","0.0627447594832635"
"36","112.189","-17.249","112.240058782739","-17.2918644651252","-0.051058782738977","0.0428644651252235","0.0666660458198741"
"37","118.989","-11.366","118.936989158787","-11.3100358738057","0.0520108412129048","-0.0559641261943202","0.0764009883729772"
"38","126.506","-6.943","126.506178446294","-6.94282158389831","-0.000178446294270884","-0.000178416101690893","0.00025233982103819"
"39","-146.738","-1.794","-146.738031526163","-1.79393454291714","3.15261625871699E-05","-6.54570828595435E-05","7.26534832196903E-05"
"40","-131.157","9.669","-131.092770546408","9.54645393089726","-0.06422945359202","0.122546069102738","0.1383580925037"
"41","-113.879","22.113","-113.793393422782","22.0004571025373","-0.0856065772175754","0.11254289746271","0.141401519907711"
"42","-99.396","31.855","-99.3842344399346","31.8374522007929","-0.0117655600653848","0.017547799207108","0.0211270835816295"
"43","-86.638","39.999","-86.6598510854131","40.0356635994217","0.0218510854130471","-0.036663599421729","0.0426812541554872"
